timestamp,open,high,low,close,volume
1704067200.0,42280.234375,42517.6015625,42277.7265625,42477.25390625,0
1704070800.0,42471.40234375,42718.7109375,42433.78515625,42622.8984375,200035328
1704074400.0,42611.3359375,42611.3359375,42506.359375,42576.6015625,0
1704078000.0,42575.96875,42581.0078125,42270.7578125,42320.73046875,118417408
1704081600.0,42325.04296875,42387.1640625,42227.984375,42387.1640625,34720768
1704085200.0,42381.8515625,42396.53515625,42217.109375,42225.484375,39962624
1704088800.0,42234.2890625,42420.7109375,42214.9765625,42408.80078125,78267392
1704092400.0,42402.05859375,42506.7265625,42402.05859375,42466.46875,0
1704096000.0,42475.9140625,42549.5625,42464.80859375,42546.4140625,0
1704099600.0,42553.76953125,42686.1875,42547.6875,42631.41796875,0
1704103200.0,42648.546875,42743.38671875,42645.5703125,42696.95703125,0
1704106800.0,42698.19921875,42759.21875,42606.07421875,42687.30859375,252281856
1704110400.0,42687.9140625,42761.0546875,42631.16015625,42664.109375,0
1704114000.0,42670.28515625,42740.578125,42643.95703125,42740.578125,0
1704117600.0,42733.0390625,42733.0390625,42594.3046875,42622.375,12092416
1704121200.0,42630.3203125,42831.00390625,42606.21484375,42780.91796875,26588160
1704124800.0,42787.1796875,42854.27734375,42686.40625,42727.890625,47306752
1704128400.0,42723.43359375,42836.46875,42718.09375,42819.28515625,0
1704132000.0,42822.37109375,43192.125,42822.37109375,43120.453125,691495936
1704135600.0,43150.078125,43544.48046875,43120.02734375,43529.83984375,624076800
1704139200.0,43532.08203125,43826.2265625,43532.08203125,43677.93359375,926722048
1704142800.0,43696.92578125,43770.40625,43494.4765625,43598.37109375,300529664
1704146400.0,43631.3046875,43631.3046875,43419.23828125,43534.27734375,0
1704150000.0,43538.81640625,44175.4375,43538.81640625,44150.7109375,950880256
1704153600.0,44187.140625,45069.9609375,44176.94921875,45069.9609375,2670448640
1704157200.0,45121.18359375,45381.2578125,44754.21875,44883.6640625,2205095936
1704160800.0,44882.65625,45398.49609375,44882.65625,45398.49609375,1181814784
1704164400.0,45412.6640625,45474.234375,45224.28125,45421.73046875,1125044224
1704168000.0,45426.203125,45460.75,45215.11328125,45216.74609375,678227968
1704171600.0,45221.3359375,45355.33984375,45177.64453125,45206.21875,560410624
1704175200.0,45207.3515625,45325.8046875,45170.265625,45270.16796875,402032640
1704178800.0,45232.63671875,45556.8828125,45225.96484375,45499.88671875,1324216320
1704182400.0,45502.23046875,45868.81640625,45384.94921875,45802.05078125,1672241152
1704186000.0,45806.7421875,45899.70703125,45672.62109375,45712.078125,787615744
1704189600.0,45719.36328125,45731.4765625,45504.69921875,45564.421875,643573760
1704193200.0,45605.95703125,45699.41796875,45270.51953125,45443.24609375,929728512
1704196800.0,45461.49609375,45596.05859375,45323.76171875,45334.21875,789995520
1704200400.0,45336.375,45731.03515625,45329.5390625,45699.88671875,1019375616
1704204000.0,45712.80859375,45809.12109375,45121.49609375,45256.07421875,1562730496
1704207600.0,45324.234375,45337.12890625,44890.9375,45201.42578125,1849528320
1704211200.0,45221.66015625,45388.29296875,44945.74609375,45377.76171875,1070211072
1704214800.0,45391.9375,45391.9375,45006.6015625,45027.734375,723333120
1704218400.0,45004.8515625,45274.1015625,44984.78125,45155.07421875,0
1704222000.0,45158.1328125,45236.2890625,44858.6015625,45065.26171875,219197440
1704225600.0,45056.00390625,45168.24609375,44829.4921875,44849.109375,0
1704229200.0,44803.359375,45072.69921875,44703.5,45072.69921875,474636288
1704232800.0,45122.08203125,45268.91015625,44917.8828125,45005.37109375,352014336
1704236400.0,45003.625,45054.0859375,44846.0625,44951.13671875,0
1704240000.0,45002.2890625,45204.8515625,44892.390625,45147.28125,0
1704243600.0,45151.0390625,45332.32421875,45149.62890625,45313.44921875,0
1704247200.0,45326.0625,45406.11328125,45252.98828125,45280.04296875,0
1704250800.0,45302.50390625,45318.109375,45206.1953125,45264.6171875,0
1704254400.0,45280.33984375,45288.9140625,45153.63671875,45193.87109375,0
1704258000.0,45196.19921875,45301.71875,45159.97265625,45194.21484375,0
1704261600.0,45195.44140625,45376.39453125,45178.71484375,45361.0859375,12666880
1704265200.0,45361.14453125,45394.4921875,45000.59375,45061.01171875,0
1704268800.0,45049.34765625,45209.82421875,45046.0703125,45209.82421875,0
1704272400.0,45208.6953125,45503.2421875,45208.6953125,45350.26953125,0
1704276000.0,45358.6015625,45394.53515625,45077.01953125,45170.87890625,0
1704279600.0,45165.37890625,45189.5,43648.328125,43697.19921875,2232494080
1704283200.0,43645.5546875,43645.5546875,40813.53515625,42754.71484375,9286793216
1704286800.0,42819.4453125,42819.4453125,42396.6328125,42474.6796875,1662619648
1704290400.0,42517.95703125,42539.80078125,42125.859375,42250.3046875,153669632
1704294000.0,42240.49609375,43022.3984375,42240.49609375,42995.14453125,181723136
1704297600.0,43009.13671875,43475.546875,42912.0546875,43006.78515625,1898311680
1704301200.0,43042.05078125,43056.90625,42698.37109375,42843.98046875,320045056
1704304800.0,42909.4375,43047.0390625,42297.95703125,42312.796875,523739136
1704308400.0,42304.73828125,42978.1953125,42221.5546875,42600.1484375,1066430464
1704312000.0,42622.37109375,42852.3203125,42581.83984375,42774.89453125,0
